颱風編號,年,月,日,時,緯度,經度,中心氣壓 (hPa),最大風速 (kt),階級,畫像,天氣圖,警報
201822,2018,9,17,6,24.0,107.0,998,0,2,Image,Chart,Warning
201822,2018,9,17,12,24.0,105.6,1002,0,2,Image,Chart,Warning
201822,2018,9,17,18,24.1,103.9,1004,0,2,Image,Chart,Warning
201909,2019,8,2,6,14.5,134.3,1002,0,2,Image,Chart,Warning
201909,2019,8,2,12,14.4,133.8,1002,0,2,Image,Chart,Warning
201909,2019,8,2,18,14.3,133.3,1000,0,2,Image,Chart,Warning
201909,2019,8,3,0,14.3,132.8,1000,0,2,Image,Chart,Warning
201909,2019,8,3,6,14.5,132.3,1000,0,2,Image,Chart,Warning
201909,2019,8,3,12,15.0,131.9,1000,0,2,Image,Chart,Warning
201909,2019,8,3,18,15.7,131.5,998,0,2,Image,Chart,Warning
201909,2019,8,4,0,16.3,131.0,998,0,2,Image,Chart,Warning
201909,2019,8,4,6,16.9,130.6,994,35,3,Image,Chart,Warning
201909,2019,8,4,12,17.5,130.2,994,40,3,Image,Chart,Warning
201909,2019,8,4,18,17.7,130.1,994,40,3,Image,Chart,Warning
201909,2019,8,5,0,17.9,130.0,994,40,3,Image,Chart,Warning
201909,2019,8,5,6,18.0,129.9,990,45,3,Image,Chart,Warning
201909,2019,8,5,12,18.2,129.8,990,45,3,Image,Chart,Warning
201909,2019,8,5,18,18.5,129.5,985,50,4,Image,Chart,Warning
201909,2019,8,6,0,18.8,129.3,985,50,4,Image,Chart,Warning
201909,2019,8,6,6,19.2,129.0,980,55,4,Image,Chart,Warning
201909,2019,8,6,12,19.5,128.7,975,65,5,Image,Chart,Warning
201909,2019,8,6,18,19.9,128.4,970,70,5,Image,Chart,Warning
201909,2019,8,7,0,20.4,128.1,960,75,5,Image,Chart,Warning
201909,2019,8,7,6,21.0,127.6,950,80,5,Image,Chart,Warning
201909,2019,8,7,12,21.6,127.0,940,90,5,Image,Chart,Warning
201909,2019,8,7,18,22.1,126.5,935,95,5,Image,Chart,Warning
201909,2019,8,8,0,22.7,126.0,935,95,5,Image,Chart,Warning
201909,2019,8,8,6,23.6,125.4,930,100,5,Image,Chart,Warning
201909,2019,8,8,12,24.3,125.0,925,105,5,Image,Chart,Warning
201909,2019,8,8,18,25.5,124.5,935,95,5,Image,Chart,Warning
201909,2019,8,9,0,26.4,123.4,940,90,5,Image,Chart,Warning
201909,2019,8,9,6,27.1,122.5,940,90,5,Image,Chart,Warning
201909,2019,8,9,12,27.5,122.0,940,90,5,Image,Chart,Warning
201909,2019,8,9,18,28.2,121.3,950,85,5,Image,Chart,Warning
201909,2019,8,10,0,29.1,120.7,970,60,4,Image,Chart,Warning
201909,2019,8,10,6,29.9,120.4,975,50,4,Image,Chart,Warning
201909,2019,8,10,12,30.8,120.4,980,45,3,Image,Chart,Warning
201909,2019,8,10,18,32.3,120.3,980,45,3,Image,Chart,Warning
201909,2019,8,11,0,33.6,120.1,980,45,3,Image,Chart,Warning
201909,2019,8,11,6,35.0,120.0,980,45,3,Image,Chart,Warning
201909,2019,8,11,12,35.9,120.0,980,45,3,Image,Chart,Warning
201909,2019,8,11,18,37.1,120.1,980,40,3,Image,Chart,Warning
201909,2019,8,12,0,37.8,119.6,985,35,3,Image,Chart,Warning
201909,2019,8,12,6,37.9,119.5,985,35,3,Image,Chart,Warning
201909,2019,8,12,12,36.9,119.6,990,35,3,Image,Chart,Warning
201909,2019,8,12,18,37.0,120.0,992,0,2,Image,Chart,Warning
201909,2019,8,13,0,37.2,120.0,996,0,2,Image,Chart,Warning
201909,2019,8,13,6,38.1,120.5,996,0,2,Image,Chart,Warning
201909,2019,8,13,12,38.6,120.9,998,0,2,Image,Chart,Warning
201909,2019,8,13,18,38.9,121.1,998,0,2,Image,Chart,Warning
201909,2019,8,14,0,38.8,121.4,1000,0,6,Image,Chart,Warning
201909,2019,8,14,6,38.8,121.5,1000,0,6,Image,Chart,Warning
201909,2019,8,14,12,38.6,121.7,998,0,6,Image,Chart,Warning
201909,2019,8,14,18,38.4,121.9,996,0,6,Image,Chart,Warning
202114,2021,9,5,6,12.4,140.5,1006,0,2,Image,Chart,Warning
202114,2021,9,5,12,13.0,139.9,1008,0,2,Image,Chart,Warning
202114,2021,9,5,18,13.4,139.5,1006,0,2,Image,Chart,Warning
202114,2021,9,6,0,13.5,139.0,1006,0,2,Image,Chart,Warning
202114,2021,9,6,6,13.9,138.6,1004,0,2,Image,Chart,Warning
202114,2021,9,6,12,14.6,138.0,1002,35,3,Image,Chart,Warning
202114,2021,9,6,18,15.3,137.4,1000,35,3,Image,Chart,Warning
202114,2021,9,7,0,15.7,136.4,994,45,3,Image,Chart,Warning
202114,2021,9,7,6,16.1,135.6,990,55,4,Image,Chart,Warning
202114,2021,9,7,12,16.3,134.5,980,65,5,Image,Chart,Warning
202114,2021,9,7,18,16.3,133.5,960,80,5,Image,Chart,Warning
202114,2021,9,8,0,16.0,132.4,950,90,5,Image,Chart,Warning
202114,2021,9,8,6,15.7,131.4,940,95,5,Image,Chart,Warning
202114,2021,9,8,12,15.6,130.3,940,95,5,Image,Chart,Warning
202114,2021,9,8,18,15.4,129.1,935,100,5,Image,Chart,Warning
202114,2021,9,9,0,15.5,128.0,935,100,5,Image,Chart,Warning
202114,2021,9,9,6,15.8,127.1,935,100,5,Image,Chart,Warning
202114,2021,9,9,12,16.1,125.9,935,100,5,Image,Chart,Warning
202114,2021,9,9,18,16.6,124.9,935,100,5,Image,Chart,Warning
202114,2021,9,10,0,17.1,124.1,930,105,5,Image,Chart,Warning
202114,2021,9,10,6,17.8,123.5,910,115,5,Image,Chart,Warning
202114,2021,9,10,12,18.7,122.9,910,115,5,Image,Chart,Warning
202114,2021,9,10,18,19.5,122.3,905,115,5,Image,Chart,Warning
202114,2021,9,11,0,20.3,121.9,905,115,5,Image,Chart,Warning
202114,2021,9,11,6,21.0,121.5,910,110,5,Image,Chart,Warning
202114,2021,9,11,12,21.8,121.8,920,105,5,Image,Chart,Warning
202114,2021,9,11,18,22.8,122.0,935,100,5,Image,Chart,Warning
202114,2021,9,11,21,23.3,122.1,935,100,5,Image,Chart,Warning
202114,2021,9,12,0,23.8,122.3,935,100,5,Image,Chart,Warning
202114,2021,9,12,6,25.2,122.3,950,90,5,Image,Chart,Warning
202114,2021,9,12,12,26.2,122.6,960,80,5,Image,Chart,Warning
202114,2021,9,12,18,27.6,123.0,955,85,5,Image,Chart,Warning
202114,2021,9,13,0,29.1,123.5,955,85,5,Image,Chart,Warning
202114,2021,9,13,6,30.7,123.3,960,80,5,Image,Chart,Warning
202114,2021,9,13,12,30.9,123.2,970,75,5,Image,Chart,Warning
202114,2021,9,13,18,31.4,123.5,975,70,5,Image,Chart,Warning
202114,2021,9,14,0,31.3,123.8,980,65,5,Image,Chart,Warning
202114,2021,9,14,6,30.9,124.2,985,55,4,Image,Chart,Warning
202114,2021,9,14,12,30.5,124.7,990,50,4,Image,Chart,Warning
202114,2021,9,14,18,30.2,125.1,992,45,3,Image,Chart,Warning
202114,2021,9,15,0,30.3,125.7,992,45,3,Image,Chart,Warning
202114,2021,9,15,6,30.4,125.9,992,45,3,Image,Chart,Warning
202114,2021,9,15,12,30.2,125.7,992,45,3,Image,Chart,Warning
202114,2021,9,15,18,30.2,125.3,990,50,4,Image,Chart,Warning
202114,2021,9,16,0,30.4,125.0,990,50,4,Image,Chart,Warning
202114,2021,9,16,6,31.1,125.3,990,50,4,Image,Chart,Warning
202114,2021,9,16,12,31.7,125.8,990,50,4,Image,Chart,Warning
202114,2021,9,16,18,32.3,126.4,990,50,4,Image,Chart,Warning
202114,2021,9,17,0,32.9,127.5,990,50,4,Image,Chart,Warning
202114,2021,9,17,6,33.5,129.2,990,50,4,Image,Chart,Warning
202114,2021,9,17,12,33.8,131.6,992,45,3,Image,Chart,Warning
202114,2021,9,17,18,33.8,134.1,994,45,3,Image,Chart,Warning
202114,2021,9,18,0,34.5,136.5,1000,35,3,Image,Chart,Warning
202114,2021,9,18,6,34.4,137.6,1002,0,6,Image,Chart,Warning
202114,2021,9,18,12,34.4,139.1,1004,0,6,Image,Chart,Warning
202114,2021,9,18,18,34.0,140.4,1006,0,6,Image,Chart,Warning
202114,2021,9,19,0,33.6,140.9,1008,0,6,Image,Chart,Warning
202114,2021,9,19,6,33.0,141.1,1008,0,6,Image,Chart,Warning
202114,2021,9,19,12,32.5,141.2,1010,0,6,Image,Chart,Warning
202114,2021,9,19,18,32.2,141.0,1010,0,6,Image,Chart,Warning
202114,2021,9,20,0,31.8,140.7,1010,0,6,Image,Chart,Warning
202211,2022,8,27,18,23.8,151.1,1008,0,2,Image,Chart,Warning
202211,2022,8,28,0,24.9,150.3,1008,0,2,Image,Chart,Warning
202211,2022,8,28,6,25.9,149.5,1004,35,3,Image,Chart,Warning
202211,2022,8,28,12,26.9,148.5,1002,40,3,Image,Chart,Warning
202211,2022,8,28,18,27.2,146.9,996,55,4,Image,Chart,Warning
202211,2022,8,29,0,27.3,145.3,980,70,5,Image,Chart,Warning
202211,2022,8,29,6,27.4,143.2,975,75,5,Image,Chart,Warning
202211,2022,8,29,12,27.3,141.3,965,85,5,Image,Chart,Warning
202211,2022,8,29,18,27.1,139.2,950,90,5,Image,Chart,Warning
202211,2022,8,30,0,26.8,137.3,940,95,5,Image,Chart,Warning
202211,2022,8,30,6,26.8,135.4,935,100,5,Image,Chart,Warning
202211,2022,8,30,12,26.6,133.6,920,105,5,Image,Chart,Warning
202211,2022,8,30,18,26.3,131.9,920,105,5,Image,Chart,Warning
202211,2022,8,31,0,25.9,130.3,935,100,5,Image,Chart,Warning
202211,2022,8,31,6,25.4,129.0,935,100,5,Image,Chart,Warning
202211,2022,8,31,12,24.7,127.7,935,100,5,Image,Chart,Warning
202211,2022,8,31,18,23.7,126.3,935,100,5,Image,Chart,Warning
202211,2022,9,1,0,22.6,125.7,925,100,5,Image,Chart,Warning
202211,2022,9,1,6,21.8,125.5,925,100,5,Image,Chart,Warning
202211,2022,9,1,12,21.3,125.5,925,100,5,Image,Chart,Warning
202211,2022,9,1,18,21.3,125.5,935,90,5,Image,Chart,Warning
202211,2022,9,2,0,21.5,125.5,940,80,5,Image,Chart,Warning
202211,2022,9,2,6,21.9,125.0,945,75,5,Image,Chart,Warning
202211,2022,9,2,12,22.1,124.6,950,75,5,Image,Chart,Warning
202211,2022,9,2,18,22.5,124.6,955,75,5,Image,Chart,Warning
202211,2022,9,3,0,23.0,124.6,960,75,5,Image,Chart,Warning
202211,2022,9,3,6,23.8,124.7,960,75,5,Image,Chart,Warning
202211,2022,9,3,12,24.3,124.9,950,80,5,Image,Chart,Warning
202211,2022,9,3,18,25.1,124.6,950,80,5,Image,Chart,Warning
202211,2022,9,4,0,26.0,124.6,945,85,5,Image,Chart,Warning
202211,2022,9,4,6,27.0,124.7,940,90,5,Image,Chart,Warning
202211,2022,9,4,12,27.7,124.5,940,90,5,Image,Chart,Warning
202211,2022,9,4,18,28.6,124.7,940,90,5,Image,Chart,Warning
202211,2022,9,5,0,29.8,124.9,945,85,5,Image,Chart,Warning
202211,2022,9,5,6,31.0,125.5,950,80,5,Image,Chart,Warning
202211,2022,9,5,12,32.3,126.6,955,75,5,Image,Chart,Warning
202211,2022,9,5,18,34.2,128.1,965,70,5,Image,Chart,Warning
202211,2022,9,6,0,36.4,130.7,970,65,5,Image,Chart,Warning
202211,2022,9,6,6,39.8,133.6,975,60,4,Image,Chart,Warning
202211,2022,9,6,12,44.0,137.0,980,0,6,Image,Chart,Warning
202211,2022,9,6,18,47.5,139.4,982,0,6,Image,Chart,Warning
202211,2022,9,7,0,52.6,138.4,978,0,6,Image,Chart,Warning
202211,2022,9,7,6,54.8,139.1,968,0,6,Image,Chart,Warning
202211,2022,9,7,12,55.8,139.1,970,0,6,Image,Chart,Warning
202211,2022,9,7,18,56.7,140.8,972,0,6,Image,Chart,Warning
202211,2022,9,8,0,58.0,142.9,976,0,6,Image,Chart,Warning
202211,2022,9,8,6,58.2,145.0,978,0,6,Image,Chart,Warning
202211,2022,9,8,12,58.9,147.0,984,0,6,Image,Chart,Warning
202211,2022,9,8,18,59.9,149.2,990,0,6,Image,Chart,Warning
202211,2022,9,9,0,61.7,149.9,992,0,6,Image,Chart,Warning
202309,2023,8,22,0,18.8,128.3,1006,0,2,Image,Chart,Warning
202309,2023,8,22,6,18.6,127.5,1004,0,2,Image,Chart,Warning
202309,2023,8,22,12,18.5,126.8,1004,0,2,Image,Chart,Warning
202309,2023,8,22,18,18.5,126.5,1004,0,2,Image,Chart,Warning
202309,2023,8,23,0,18.5,126.2,1006,0,2,Image,Chart,Warning
202309,2023,8,23,6,18.6,125.9,1004,0,2,Image,Chart,Warning
202309,2023,8,23,12,18.8,125.6,1006,0,2,Image,Chart,Warning
202309,2023,8,23,18,19.5,125.3,1004,0,2,Image,Chart,Warning
202309,2023,8,24,0,20.0,125.1,1006,0,2,Image,Chart,Warning
202309,2023,8,24,6,20.5,124.8,1002,35,3,Image,Chart,Warning
202309,2023,8,24,12,20.2,124.5,1002,35,3,Image,Chart,Warning
202309,2023,8,24,18,20.1,124.3,1000,40,3,Image,Chart,Warning
202309,2023,8,25,0,19.9,124.0,998,45,3,Image,Chart,Warning
202309,2023,8,25,6,19.8,123.8,994,50,4,Image,Chart,Warning
202309,2023,8,25,12,19.6,123.6,980,65,5,Image,Chart,Warning
202309,2023,8,25,18,19.2,123.4,975,70,5,Image,Chart,Warning
202309,2023,8,26,0,18.5,123.2,970,75,5,Image,Chart,Warning
202309,2023,8,26,6,18.0,123.2,955,85,5,Image,Chart,Warning
202309,2023,8,26,12,17.6,123.0,950,90,5,Image,Chart,Warning
202309,2023,8,26,18,17.2,122.9,940,95,5,Image,Chart,Warning
202309,2023,8,27,0,16.8,122.9,940,95,5,Image,Chart,Warning
202309,2023,8,27,6,16.5,123.0,940,95,5,Image,Chart,Warning
202309,2023,8,27,12,16.2,123.2,940,95,5,Image,Chart,Warning
202309,2023,8,27,18,16.0,123.7,955,85,5,Image,Chart,Warning
202309,2023,8,28,0,16.8,124.4,960,80,5,Image,Chart,Warning
202309,2023,8,28,6,17.5,124.2,955,85,5,Image,Chart,Warning
202309,2023,8,28,12,17.9,124.0,955,85,5,Image,Chart,Warning
202309,2023,8,28,18,18.3,123.8,955,85,5,Image,Chart,Warning
202309,2023,8,29,0,18.5,123.5,955,85,5,Image,Chart,Warning
202309,2023,8,29,6,18.9,123.1,950,90,5,Image,Chart,Warning
202309,2023,8,29,12,19.3,122.7,940,95,5,Image,Chart,Warning
202309,2023,8,29,18,19.9,121.9,935,100,5,Image,Chart,Warning
202309,2023,8,30,0,20.1,121.0,920,105,5,Image,Chart,Warning
202309,2023,8,30,6,20.4,120.3,920,105,5,Image,Chart,Warning
202309,2023,8,30,12,20.7,119.6,920,105,5,Image,Chart,Warning
202309,2023,8,30,18,20.9,118.7,920,105,5,Image,Chart,Warning
202309,2023,8,31,0,21.1,118.2,920,105,5,Image,Chart,Warning
202309,2023,8,31,6,21.2,117.8,920,105,5,Image,Chart,Warning
202309,2023,8,31,12,21.5,117.3,935,100,5,Image,Chart,Warning
202309,2023,8,31,18,21.6,116.8,940,95,5,Image,Chart,Warning
202309,2023,9,1,0,21.9,116.2,940,95,5,Image,Chart,Warning
202309,2023,9,1,6,22.0,115.4,940,95,5,Image,Chart,Warning
202309,2023,9,1,12,22.0,114.4,950,85,5,Image,Chart,Warning
202309,2023,9,1,18,22.0,113.4,970,70,5,Image,Chart,Warning
202309,2023,9,2,0,21.7,112.7,980,60,4,Image,Chart,Warning
202309,2023,9,2,6,21.7,111.9,990,50,4,Image,Chart,Warning
202309,2023,9,2,12,21.7,111.1,996,35,3,Image,Chart,Warning
202309,2023,9,2,18,21.6,110.5,998,0,2,Image,Chart,Warning
202309,2023,9,3,0,21.4,109.7,1000,0,2,Image,Chart,Warning
202309,2023,9,3,6,21.2,109.4,1000,0,2,Image,Chart,Warning
202309,2023,9,3,12,20.9,109.3,1000,0,2,Image,Chart,Warning
202403,2024,7,19,12,13.7,131.7,1006,30,2,Image,Chart,Warning
202403,2024,7,19,18,14.2,130.3,1006,30,2,Image,Chart,Warning
202403,2024,7,20,0,15.2,129.3,1004,30,2,Image,Chart,Warning
202403,2024,7,20,6,15.4,128.1,1002,35,3,Image,Chart,Warning
202403,2024,7,20,12,16.0,127.3,1002,35,3,Image,Chart,Warning
202403,2024,7,20,18,16.6,125.7,998,40,3,Image,Chart,Warning
202403,2024,7,21,0,16.8,125.1,998,40,3,Image,Chart,Warning
202403,2024,7,21,6,17.0,125.0,992,50,4,Image,Chart,Warning
202403,2024,7,21,12,17.2,125.0,990,55,4,Image,Chart,Warning
202403,2024,7,21,18,17.2,125.0,990,55,4,Image,Chart,Warning
202403,2024,7,22,0,17.4,125.2,980,65,5,Image,Chart,Warning
202403,2024,7,22,6,17.6,125.6,970,70,5,Image,Chart,Warning
202403,2024,7,22,12,18.3,125.5,965,75,5,Image,Chart,Warning
202403,2024,7,22,18,18.6,125.2,965,75,5,Image,Chart,Warning
202403,2024,7,23,0,19.6,125.1,965,75,5,Image,Chart,Warning
202403,2024,7,23,6,20.7,125.0,965,75,5,Image,Chart,Warning
202403,2024,7,23,12,22.0,124.5,965,75,5,Image,Chart,Warning
202403,2024,7,23,18,22.8,123.6,950,85,5,Image,Chart,Warning
202403,2024,7,24,0,23.4,123.3,945,85,5,Image,Chart,Warning
202403,2024,7,24,6,24.2,122.5,940,90,5,Image,Chart,Warning
202403,2024,7,24,12,23.4,121.6,950,85,5,Image,Chart,Warning
202403,2024,7,24,18,24.7,121.4,965,75,5,Image,Chart,Warning
202403,2024,7,25,0,25.3,120.4,970,70,5,Image,Chart,Warning
202403,2024,7,25,6,25.5,119.6,975,60,4,Image,Chart,Warning
202403,2024,7,25,12,25.3,119.1,975,55,4,Image,Chart,Warning
202403,2024,7,25,18,25.5,118.7,980,50,4,Image,Chart,Warning
202403,2024,7,26,0,25.9,118.5,985,45,3,Image,Chart,Warning
202403,2024,7,26,6,27.8,118.0,985,40,3,Image,Chart,Warning
202403,2024,7,26,12,28.3,117.2,990,40,3,Image,Chart,Warning
202403,2024,7,26,18,28.7,116.7,992,35,3,Image,Chart,Warning
202403,2024,7,27,0,29.2,115.9,996,35,3,Image,Chart,Warning
202403,2024,7,27,6,30.0,115.4,996,35,3,Image,Chart,Warning
202403,2024,7,27,12,30.0,115.0,998,0,2,Image,Chart,Warning
202418,2024,9,26,18,21.3,127.0,1004,30,2,Image,Chart,Warning
202418,2024,9,27,0,20.9,126.6,1004,30,2,Image,Chart,Warning
202418,2024,9,27,6,20.3,126.1,1002,30,2,Image,Chart,Warning
202418,2024,9,27,12,19.5,125.9,1004,30,2,Image,Chart,Warning
202418,2024,9,27,18,18.9,125.6,1002,30,2,Image,Chart,Warning
202418,2024,9,28,0,18.5,125.0,1000,35,3,Image,Chart,Warning
202418,2024,9,28,6,18.2,124.8,996,40,3,Image,Chart,Warning
202418,2024,9,28,12,18.2,124.8,992,45,3,Image,Chart,Warning
202418,2024,9,28,18,18.4,124.7,985,55,4,Image,Chart,Warning
202418,2024,9,29,0,18.4,124.4,985,55,4,Image,Chart,Warning
202418,2024,9,29,6,19.3,124.0,975,65,5,Image,Chart,Warning
202418,2024,9,29,12,19.8,123.0,970,70,5,Image,Chart,Warning
202418,2024,9,29,18,19.9,122.3,950,85,5,Image,Chart,Warning
202418,2024,9,30,0,20.2,122.1,935,95,5,Image,Chart,Warning
202418,2024,9,30,6,20.5,121.2,935,95,5,Image,Chart,Warning
202418,2024,9,30,12,20.5,120.4,935,95,5,Image,Chart,Warning
202418,2024,9,30,18,20.5,120.0,925,100,5,Image,Chart,Warning
202418,2024,10,1,0,20.6,119.6,915,105,5,Image,Chart,Warning
202418,2024,10,1,6,20.9,119.5,915,105,5,Image,Chart,Warning
202418,2024,10,1,12,21.3,119.4,915,105,5,Image,Chart,Warning
202418,2024,10,1,18,21.5,119.2,925,100,5,Image,Chart,Warning
202418,2024,10,2,0,21.5,119.3,935,95,5,Image,Chart,Warning
202418,2024,10,2,6,22.0,119.4,935,95,5,Image,Chart,Warning
202418,2024,10,2,12,22.0,119.5,950,85,5,Image,Chart,Warning
202418,2024,10,2,18,22.2,119.7,970,75,5,Image,Chart,Warning
202418,2024,10,3,0,22.3,119.9,975,65,5,Image,Chart,Warning
202418,2024,10,3,6,22.6,120.4,985,60,4,Image,Chart,Warning
202418,2024,10,3,12,22.8,120.6,994,45,3,Image,Chart,Warning
202418,2024,10,3,18,22.4,120.5,1000,35,3,Image,Chart,Warning
202418,2024,10,4,0,22.0,120.0,1006,0,2,Image,Chart,Warning
202421,2024,10,24,0,11.9,149.6,1002,30,2,Image,Chart,Warning
202421,2024,10,24,6,11.8,148.4,1000,30,2,Image,Chart,Warning
202421,2024,10,24,12,11.7,147.4,1000,30,2,Image,Chart,Warning
202421,2024,10,24,18,11.8,146.8,998,30,2,Image,Chart,Warning
202421,2024,10,25,0,13.3,146.3,996,35,3,Image,Chart,Warning
202421,2024,10,25,6,14.0,144.8,996,35,3,Image,Chart,Warning
202421,2024,10,25,12,15.1,141.5,996,35,3,Image,Chart,Warning
202421,2024,10,25,18,16.5,139.9,996,35,3,Image,Chart,Warning
202421,2024,10,26,0,16.3,137.2,996,35,3,Image,Chart,Warning
202421,2024,10,26,6,16.6,135.3,996,35,3,Image,Chart,Warning
202421,2024,10,26,12,16.4,134.4,994,35,3,Image,Chart,Warning
202421,2024,10,26,18,16.5,133.2,994,35,3,Image,Chart,Warning
202421,2024,10,27,0,16.5,132.5,994,35,3,Image,Chart,Warning
202421,2024,10,27,6,16.9,131.0,990,40,3,Image,Chart,Warning
202421,2024,10,27,12,16.6,130.4,990,40,3,Image,Chart,Warning
202421,2024,10,27,18,16.5,130.3,985,45,3,Image,Chart,Warning
202421,2024,10,28,0,17.1,129.3,985,50,4,Image,Chart,Warning
202421,2024,10,28,6,17.0,128.7,980,55,4,Image,Chart,Warning
202421,2024,10,28,12,16.8,128.6,980,55,4,Image,Chart,Warning
202421,2024,10,28,18,17.3,128.1,975,60,4,Image,Chart,Warning
202421,2024,10,29,0,17.8,127.3,965,70,5,Image,Chart,Warning
202421,2024,10,29,6,17.9,126.7,950,80,5,Image,Chart,Warning
202421,2024,10,29,12,18.4,126.1,945,85,5,Image,Chart,Warning
202421,2024,10,29,18,18.8,125.4,935,90,5,Image,Chart,Warning
202421,2024,10,30,0,19.1,124.8,925,100,5,Image,Chart,Warning
202421,2024,10,30,6,19.8,124.3,925,100,5,Image,Chart,Warning
202421,2024,10,30,12,20.3,123.7,935,100,5,Image,Chart,Warning
202421,2024,10,30,18,21.0,122.9,935,100,5,Image,Chart,Warning
202421,2024,10,31,0,21.9,122.2,935,100,5,Image,Chart,Warning
202421,2024,10,31,6,23.2,121.3,955,85,5,Image,Chart,Warning
202421,2024,10,31,12,24.0,120.3,980,65,5,Image,Chart,Warning
202421,2024,10,31,18,25.0,120.2,990,55,4,Image,Chart,Warning
202421,2024,11,1,0,26.4,120.4,994,40,3,Image,Chart,Warning
202421,2024,11,1,6,28.4,121.7,998,40,3,Image,Chart,Warning
202421,2024,11,1,12,30.0,123.0,998,40,6,Image,Chart,Warning
